region,species_name,species_qualified,cuid,cu_name_pse,pointid,streamid,stream_name_pse,indicator,latitude,longitude,year,stream_observed_count,stream_survey_method,stream_survey_quality,source_id
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1954,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1955,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1956,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1957,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1958,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1959,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1960,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1961,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1962,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1963,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1964,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1965,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1966,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1967,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1968,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1969,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1970,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1971,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1972,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1973,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1974,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1975,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1976,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1977,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1978,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1979,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1980,20,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1981,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1984,0,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1985,0,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1986,0,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1991,50,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),289,1909,TENDERFOOT CREEK,N,49.82430149,-123.1486781,1996,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1953,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1954,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1955,25,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1956,75,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1957,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1958,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1959,400,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1960,75,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1961,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1962,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1963,400,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1964,100,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1965,1500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1966,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1967,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1968,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1969,2000,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1970,1500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1971,300,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1972,700,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1973,600,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1974,750,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1975,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1976,400,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1977,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1978,250,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1979,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1980,120,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1981,400,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1982,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1983,150,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1984,250,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1985,100,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1986,253,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1987,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1988,170,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1989,80,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1990,125,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1991,500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1992,500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1993,600,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),290,1910,ASHLU CREEK,N,49.89703214,-123.3024236,1997,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1953,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1954,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1955,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1956,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1957,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1958,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1959,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1960,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1961,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1962,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1963,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1964,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1965,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1966,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1967,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1968,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1969,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1970,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1971,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1972,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1973,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1974,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1975,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1976,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1977,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1978,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1980,25,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1992,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1994,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),291,1911,BRANCH 100 CREEK,N,49.92562258,-123.2907189,1996,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),293,1912,JULY CREEK,N,49.99311586,-123.3303162,1991,100,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),293,1912,JULY CREEK,N,49.99311586,-123.3303162,1992,50,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),293,1912,JULY CREEK,N,49.99311586,-123.3303162,1993,60,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),293,1912,JULY CREEK,N,49.99311586,-123.3303162,1996,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1953,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1954,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1955,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1956,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1957,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1958,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1959,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1960,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1961,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1962,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1963,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1964,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,320,Southern Mainland-Georgia Strait (Fall x-1),292,1913,CHUK-CHUK CREEK,N,49.97572484,-123.3063205,1965,-989898,Not Applicable,Unknown,NuSEDS_20251103
